title,description,skills,company_name,location,min_salary,max_salary,formatted_work_type,remote_allowed,formatted_experience_level,applies
"Lead ICFR Analyst / SME  (Internal controls, Big 4, Accounting, Audit) - Remote & Onsite 1 Day a week- LOCALS ONLY","THIS IS A DIRECT CLIENT REQUIREMENT !Those authorized to work without sponsorship are encouraged to apply please.Reach Saakshi Sahni - 703-955-1070Email: saakshi(at)zilliontechnologies(dot)com // 7039551070


Lead ICFR Analyst / SME$$ BEST RATES AVAIALBLE $$Duration: Long Term Ongoing Project with NO end DateDirect Banking ClientHybrid role - 1 Day a week Onsite in Vienna, VA // 4 Days fully remote
Ideal candidate would have the equivalent of a Big Four manager experience and must have the appropriate level of knowledge across both Accounting/Business Process controls and ITGCs as they will be expected to assist in both areas depending on need.
To provide internal control guidance, evaluate control effectiveness, and recommend improvements to control-related practices across business process and IT systems and applications. Research and establish new practices to ensure financial control alignment with a Section 404 of the Sarbanes Oxley Act (SOX) like environment. Work closely with key business partners to understand processes, financial statement risks, and key financial controls to reduce the risk of financial misstatement. Collaborate with business units to mitigate risk by virtue of new control-centric processes and automation. Responsible for gathering data, creating reports, documenting and assessing Internal Control over Financial Reporting (ICFR), and producing evidence of control operational and design effectiveness for facilitate the delivery of auditable evidence to internal and external auditors. Lead complex/unusual tasks of considerable impact that require advances analysis.Responsibilities• Lead multi-disciplinary control initiatives to evaluate controls (business process and IT) and ultimately transform any control gaps into mature control environments• Evaluate the operational performance of existing controls and devise remediation strategies that align control performance with the appropriate risk mitigation methodology• Gather and review existing policies, process narratives, and process models to develop insight into the current state of business processes and IT systems and applications• Partner with external and internal auditors establish audit scope, evidence, priorities and testing procedures that will serve as the foundation for the subsequent audit execution strategy• Design, develop, and implement Key Control Matrices (KCMs) that summarizes a broad range of business processes into a control-centric and executive-ready audit deliverable• Creates and recommends remediation plans for existing ICFR related Information Technology General Computer (ITGC) controls to address control gaps in design effectiveness• Validate and update SOX documentation (e.g., Business Process Modeling Notation [BPMN] modes, process narratives, and KCMs) as needed to ensure accuracy and completeness• Identify industry best practices associated with risk management and develop subordinate qualitative and quantitative methodologies needed to address those risks using effective controls• Produce detailed timelines and milestones for control-related project the enables external tracking and performance appraisal• Review results from control and substantive testing to facilitate the remediation of control gaps and escalate possible critical issues to senior management• Lead project teams that resolve highly technical and complex preventative, detective, or corrective control problems• Serve as resource for the resolution of complex and/or unique problems• Ensure preventative, detective, and corrective controls are properly identified and aligned with business priorities such that new controls have an insignificant negative impact on the successful realization of business objectives• Solve control-related business problems by defining the problem, interviewing stakeholders, identifying and evaluating alternatives, and presenting findings• Identify business areas that may benefit from SOX 404 or industry best practices as applicable• Perform other related duties as assignedQualifications• Significant experience that commensurate with what SOX 407 describes as ""expert"": Advanced knowledge of SOX including GAAP principles, financial statement preparation, and internal accounting controls• Significant experience with General Ledger (GL) technology including but not limited to data integration, accounting rules engines, and financial data hubs/warehouses/marts• Significant experience re-designing processes to be consistent with SOX 404 guidance and partnering with business unit personnel to complete the transformation• Significant experience with extracting and documenting information technology application control/process information (e.g., access controls lists, change controls, segregation of duties, etc.)• Extensive experience in problem resolution including determining root cause, scope and scale of issues• Significant in leading large projects/initiatives which have business risk and impact• Extensive experience in managing multiple priorities independently and/or in a team environment to achieve goals• Experience in leading, guiding and coaching professional staff• Extensive experience that demonstrates the ability to research, compile, and document data, business processes, and workflow• Desired - Certified Public Accountant (CPA) designation• Desired - Certified Internal Auditor (CIA) designation• Desired - Certified Information Systems Auditor (CISA) designation• Advanced knowledge of databases (Oracle/DB2/SQL Server) and queries (SQL), data analysis skills, report mining experience (Monarch/IDEA), and process modeling (BPMN) experience• Advanced skill presenting to stakeholders & management• Expert skill interpreting and synthesizing large amounts of information• Advanced skill in project management to include establishing and leading project teams; managing timelines/deadlines/resources; ensuring successful project implementation• Advanced skill analyzing and organizing problems or work processes for technical solutions• Advanced skill presenting findings, conclusions, alternatives and information clearly and concisely• Advanced skill interacting with staff, management, vendors and members diplomatically and tactfully• Bachelor's degree in Accounting, or related field, or the equivalent combination of experience, education and training.

Please send qualified resumes directly to : saakshi(at)zilliontechnologies(dot)com // 7039551070
Thanks,Saakshi SahniZillion Technologies Inc.Director - Talent AcquisitionEmail: saakshi(at)zilliontechnologies(dot)com // 703-955-1070",,"Zillion Technologies, Inc.","Vienna, VA",,,Contract,,Mid-Senior level,2
Asset Management Associate,"RETS on behalf of our client, who is renowned for over 40 years of expertise in land development for commercial assets, is seeking a CRE Asset Management Associate based in Emeryville, CA. This role entails overseeing operational assets, with a focus on industrial and retail properties, as well as involvement as assets under development near completion, spanning retail, multi-family, and industrial product. The Associate will enjoy extensive exposure to key executives within the company, including direct reporting to the CAO and regular engagement with the CFO and SVP of Development based in Austin and Emeryville. This position provides vital support to these executives in managing asset-related functions.
Responsibilities:Oversee 3rd party property management team responsible for day-to-day management of industrial assets and land in Stockton.Manage transition from development to operational status of assets under development in Stockton, Tempe and Austin. Scope to include selection and contracting of 3rd Party Managers, participate in tenant improvement coordination with development and leasing teams.Analyze market leasing data and assist with preparation, review and implementation of property level business plans and budgets.Help facilitate information flow among development, leasing, operations and accounting.
Candidates must have:Bachelor's degree required. Open to advanced degree.1-5 years of financial analysis experience in the commercial real estate industry.Strong financial modeling skills including understanding of structuring cash flow models, IRR analysis, discounted cash flows, valuations and property level cash analysis.A can-do attitude. Seeking candidates who ask “how can I help” or “tell me what you need” and then will go do it.A commitment to working 3-4 days per week in Emeryville with occasional travel to Tempe, Austin and Stockton.",,RETS Associates,"Emeryville, CA",,,Full-time,,Associate,3
Mechanical Service Technician,"Maxonic maintains a close and long-term relationship with our direct client. In support of their needs, we are looking for a Mechanical Service Technician.
Job Description:
Job Title: Mechanical Service Technician
Job Type: Contract to hire
Work Schedule: Novi, Michigan, United States
Responsibilities:Represent our client through a display of constant professionalism, positive attitude and professional appearance.Responsible for installation and maintenance and troubleshooting of industrial robots and robotics related equipment at customer facilities.Investigate customer reported issues and implement the best possible solution for a quick resolution.Provide technical assistance/support to customers onsite (customer facility) and remotely (via phone and/oremail.)Complete detailed service documentation and submit to Service Administrative Coordinator in a timelymannerUpdate documentation and coordinate with the appropriate personal at the office with changes made in thefield verifying all media (i.e., digital files, prints, text files, etc.) have most current informationOther duties as assigned Qualifications:Two year degree in electronics related or other technical curriculum or 1-2 years of related work experienceAbility to read electrical/pneumatic and basic mechanical schematics and prints (as demonstrated in departmental interview - electrical maintenance.)Ability to demonstrate basic understanding of ladder logic or completion of related course.Diagnostic skills to troubleshoot problems and problem solving (Logic)Ability to demonstrate patience and professionalism when dealing with customers.Familiarity with the use of various types of diagnostic and calibration tools and equipment.Must have valid driver’s license, good driving record, credit card and able to obtain a passport and travel out of the country.Must be willing to work overtime including weekends.Suggested TrainingISO 9001NRS Basic Electrical MaintenanceService report preparationTroubleshooting – diagnostic skillsCustomer RelationsProblem solving (Logic)ISO 14001 AwarenessSafety TrainingNRS Basic Operation/ProgrammingR&MPhysical Requirements:Work is performed in a shop or manufacturing plant environment requiring moderate physical effort, flexibility and bending. Incumbent is often exposed to hazardous equipment and chemicals. Travel, both domestic and international, is required
Since 2002 Maxonic has been at the forefront of connecting candidate strengths to client challenges. Our award winning, dedicated team of recruiting professionals are specialized by technology, are great listeners, and will seek to find a position that meets the long-term career needs of our candidates. We take pride in the over 10,000 candidates that we have placed, and the repeat business that we earn from our satisfied clients.
Interested in Applying?
Please apply with your most current resume. Feel free to contact Neha Dhiman (neha.d@maxonic.com / (408) 400-2309) for more details",,Maxonic,"Novi, MI",,,Contract,,Entry level,2
R&D Research Intern,"Job Description

CooperVision, a division of CooperCompanies (NASDAQ:COO), is one of the world’s leading manufacturers of soft contact lenses. The Company produces a full array of daily disposable, two-week and monthly contact lenses, all featuring advanced materials and optics. CooperVision has a strong heritage of solving the toughest vision challenges such as astigmatism, presbyopia and childhood myopia; and offers the most complete collection of spherical, toric and multifocal products available. Through a combination of innovative products and focused practitioner support, the company brings a refreshing perspective to the marketplace, creating real advantages for customers and wearers. For more information, visit www.coopervision.com

Job Summary:

The purpose of this internship is to clearly identify and aggregate all the published research on a product category for CooperVision. The Research will be assembled into a review to advise on product direction for CooperVision. The review will focus on a critical analysis of the strengths and weaknesses of the study designs, study conduct and conclusions in line with recommended best practice in the field.

Essential Functions & Accountabilities:

Perform literature search through established best practices.Work with core team to refine and develop report. Works collaboratively with the research team to interpret findings and draw conclusions.Present findings to stakeholders in a clear and concise manner.Submits weekly progress report to the supervisor.


CooperVision’s management team is committed to the development of and implementation of the quality management system and maintaining its effectiveness by communicating to the organization the importance of meeting customer as well as statutory and regulatory requirements.

Qualifications

Knowledge, Skills and Abilities:

Currently studying for Optometry degreeExcellent analytical and problem solving skillsAbility to work independently and as part of a mutli-disciplinary teamExcellent written and verbal communication skills, with the ability to present complex information in a variety of settings and media.


Work Environment:

Professional office settingWilling to report to work in the Pleasanton CA.This is a paid internshipOccasionally lift up to 10 lbs.Prolonged sitting in front of a computer


Experience:

 Not required, but knowledge of ophthalmology or optometry well regarded.


Education:

Current pursuing degree in Optometry. 


Affirmative Action/Equal Opportunity Employer. Minority/Female/Disability/Veteran

For U.S. locations that require disclosure of compensation, the starting base pay for this role is between $26.50 and $30.25 per hour and may include cost of living adjustments. The actual base pay includes many factors and is subject to change and modification in the future. This position may also be eligible for other types of compensation and benefits.

",,CooperVision,"Pleasanton, CA",,,Full-time,,Internship,4
"Payroll Specialist (On-Site Hooksett, NH)","Are you ready to become an integral part of our Accounting team at Merchants Fleet? We're seeking a dedicated individual to ensure the smooth and accurate processing of payroll, while also driving positive change through process enhancements and technology integration.

Key Responsibilities

Payroll Process and Reporting (75%)

Manage all aspects of time capture, including inputting and balancing employee hours and various payroll items. Oversee the processing of 401K contributions and monitor tax withholdings and deductions. Conduct regular reviews to ensure compliance with state and federal laws. Coordinate payroll distribution and handle inquiries from employees regarding attendance and benefits. 

Drive Change Through Innovation (20%)

Test and implement new payroll technology enhancements to improve efficiency. Lead projects aimed at streamlining processes and enhancing cross-departmental communication. Communicate changes effectively to ensure all stakeholders are informed and trained accordingly. 

Additional Projects (5%)

Take on additional projects as assigned, contributing to the overall success of the Accounting team. 

Experiences You Bring

Minimum of 5 years of relevant experience in payroll processing. Experience with UKG & Ceridian (Dayforce) preferred. Payroll Certification is a plus. 

Skills That Make You Shine

Strong attention to detail and accuracy. Effective time management and organizational skills. Excellent communication and interpersonal skills. Ability to adapt to change and drive continuous improvement. Advanced proficiency in Microsoft Excel. 

Education You Have

Bachelor's Degree in Business Administration, Finance, Accounting, or related field. 

The Company

You're invigorated by team collaboration and a fast-paced work environment. Opportunities for growth motivate you to always bring your A-game. You’re tired of being told “no” when you think of ways to improve, innovate, and do things better.

There’s a place for people like you. Welcome to Merchants Fleet.

We’ve been around for more than 60 years, but we’re the fastest growing fleet management company in North America. The fleet industry is behind every delivered package, the summertime memories kids make on their way to camp, and the heavy-duty trucks and vans that keep the lights on. That’s a lot of responsibility, and why we want our employees to always be at their best.

Everything at Merchants Fleet is fueled by our entrepreneurial spirit, including:

Leadership who truly lead and engage with employees Real career paths and the tools you need to grow and develop A work environment that’s encouraging and collaborative

We know employees won’t stay if they’re not happy, which is why we provide a great benefits package on top of our award-winning work environment. In fact, we’ve just made the “Great Companies to Work For in NH” list for the eighth year in a row and have a 88% employee satisfaction score (higher than the national average of 57%).

So, what are you waiting for? See why a career with Merchants Fleet is the best decision your future self has ever made.

We are so fortunate to have an in-house team of Talent Acquisition Specialists who do an exceptional job meeting all of the needs of our business. For this reason, we do not have a need for external recruiting support.

Join Center Stage at Merchants Fleet: Explore More + Apply Today! Merchants Fleet® is the fastest-growing and most electric fleet management company in North America, serving over 20 diverse industries, powered by 700 employees in 29 states with HQ in New Hampshire and Innovation Center in the Chicago area.

 Discover the unique benefits, perks and rewarding culture we offer you — download the Merchants Fleet 2024 Total Rewards Employee Benefits Guide today! Visit www.merchantsfleet.com/explore 

Merchants Fleet is an equal opportunity employer committed to diversity and inclusion. If you require an accommodation with our hiring process please send an email to careers@merchantsfleet.com or call (603) 836-6483. To provide all candidates with the highest level of our attention, Merchants Fleet does not accept uninvited solicitations or resumes from third parties. All workplace policies, required notices and guidelines (including EEO posters, CCPA notice for California residents) are available online.",,Merchants Fleet,"Hooksett, NH",,,Full-time,,Entry level,2
SAP BO Admin - Windows Platform,"Job Title: SAP BO Admin - Windows platformLocation: Minneapolis, MN Type: Full Time Position  Job Description: Relevant Experience (in Yrs): 5+ Years Must Have Technical/Functional Skills Perform SAP BO Administration – File Repository Server (FRS).Perform with SAP BO Administration – Central Management Console (CMC).Administer Central Configuration Management (CCM), Central Management Services (CMS).Administer Web Application Server, Server Intelligence Agent and Central Management Server.Server patch management where new patches and service packs are neededMigration of reports/universes/users along with security settings from one development/testing/staging to Prod Environment following Change Management processes.Design and implement security by creating user groups, granting access to BO based applications to users and adding security restrictions (application level, folder level, and object level) based on user profile and user groups.Create access levels(Super/Basic/Develop) based on project needs.Design and Implement BI solutions in accordance with business requirements and best practices for full project lifecycle.Perform Full lifecycle Business Objects - Implementation Experience – Installation, Configuration and Administration.Perform customization and configuration on Business Objects Universes using IDT Universe Designer, and ODBC connections.Use reporting tool suite – Dashboards, Design Studio, Lumira, WebI, BI Launch Pad and Explorer.Perform production support experience is required; availability for on-call support as needed.Perform Business Objects Service Patch and software upgrades.Configure Design Studio/Dashboards, Web Intelligence.Perform technical troubleshooting skills and root cause analysis.Manage concurrent workload, balancing project delivery, operational support, and continuous improvement.Troubleshooting Performance, Database, Connections and Reporting
Roles & ResponsibilitiesApplication monitoringIncident & Problem management and Application DevelopmentDefect fixing, Implementation supportProcess/Application improvementsPeriodic reporting and trackingCustomer interaction - clarifications with business/end usersAnalysis, business rules extraction from programsReview of production deliverables
Generic Managerial Skills: Strong communication and collaboration skills to effectively communicate with leadership and key stakeholders and bring about consensus.",,Ventures Unlimited Inc,"Minneapolis, MN",,,Full-time,,,2
Instrumentation Manufacturing Engineer Intern,"JOB OBJECTIVE: The Manufacturing Engineer Intern will work with R&D, Project Management, QA/RA and Manufacturing to improve the design of our instruments for manufacturability and serviceability, own the design transfer process, and improve the quality and efficiency of manufacturing.

CORE DUTIES:

 Participate in the design and review of instrument designs to maximize their manufacturability and serviceability. Assist production with problems encountered during the assembly and test process. Execute design changes required by obsolescence of instrument components or by changes in regulations. Participate in the Materials Review Board to help determine the disposition of non-conforming raw materials. Train and participate in the ""Lean Manufacturing"" movement in the Operations department including cellular manufacturing, reduced set-up times, and overall waste reduction. Document and implement process improvements for sustainability. Participate in evaluation and interaction with suppliers. Test process troubleshooting, device debugging and NCR resolution. PCBA failure mode diagnostic and debugging. Demonstrates inclusion through their own words and actions and is accountable for a safe workspace. Acts with kindness, curiosity and respect for others. Embracing and being open to incorporating Promega’s 6 Emotional & Social Intelligence (ESI) core principles in daily work. Understands and complies with ethical, legal and regulatory requirements applicable to our business.


KEY QUALIFICATIONS:

 High School diploma or proven work experience that ensures you are ready to be successful in this role. Ability to decipher technical drawings and schematics. Possess a mechanical aptitude with basic electrical circuit knowledge.


PREFERRED QUALIFICATIONS:

 The ideal candidate is pursuing a degree in manufacturing/engineering, industrial technology/practices, quality technology/engineering, operations management or related field. Excellent written and verbal communication skills.


PHYSICAL DEMANDS:

 Employee may be regularly required to talk or listen, stand, walk, sit, stoop, crawl and use hands to finger, handle, or feel objects, tools or controls. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and the ability to adjust focus. Prolonged sitting, typing and lifting up to 40 pounds.


At Promega, we value diversity and strive to create an inclusive workplace. We are proud to be an Equal Opportunity Employer, making employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability, or any other protected class.",,Promega Corporation ,"Madison, WI",,,Internship,,Internship,2
Project Manager,"The ideal candidate will be a full-time employee for our client responsible for planning, coordinating, and implementing projects within the decided-upon budget, timeline, and scope. They will also effectively monitor and present project updates to relevant stakeholders, clients, or project team members.  ResponsibilitiesFive years of experience in project managementLean Six Sigma, PMP, or similar industry certificationsProven record of successfully leading and delivering complex projects on time, within budget, and to high standards· Strong understanding of project management methodologies, including both traditional (e.g., Waterfall) and Agile (e.g., Scrum, Kanban)Update relevant stakeholders or team members on the project progressCoach and support project team members with tasks you assign them
QualificationsBachelor's Degree or equivalent experienceStrong business acumen in project planning and managementStrong verbal, written, and organizational skillsMust have Reinsurance or Property/Casualty Insurance experienceMust be able to work independently to drive independent projects
Must be a US Citizen or Green Card holder to apply.",,,"Schaumburg, IL",,,Full-time,,,6
HRIS Analyst,"***HRIS Analyst***
***Remote Position***
***3 months contract***
***Pay Rate: Upto $57/Hr. on W2*** MUST HAVE:5+ years' experience supporting HR business functions2+ years of experience designing and supporting Workday HCM and integrations for a Workday implementation partner or in a corporate HRIS/IT role.Experience working in Agile/ Scrum framework and JIRA. About The Role:This position is for a People Technology analyst who will help build and maintain our HR technology solutions using Workday and other supporting tech stack. Responsibilities:Provides troubleshooting support to employees and HR users in completing transactions and modifying back-end configurations.Build and maintain solutions using HRIS applications such as Workday HRAnalyze requirements, design, configure, test and deploy solutions using Workday configurations and other applications supported by the team.Partner with People Technology's developers, engineers and other corporate IT teams to build and test end to end solutions
Qualifications:5+ years' experience supporting HR business functions2+ years of experience designing and supporting Workday HCM and integrations for a Workday implementation partner or in a corporate HRIS/IT role.Functional knowledge of two or more Workday modules such as HCM, Recruiting, Payroll, Benefits, Performance management, Time Tracking and AbsenceStrong collaboration skills to build good working relationships with partnersBachelor's degree in a technical field or relevant work experienceWorkday certification is preferred (Workday Pro or with an implementation partner)Experience working in Agile/ Scrum framework and JIRA is preferred",,Vaco,"Atlanta, GA",,,Full-time,,Mid-Senior level,4
National Team  Manager - Construction Materials Testing,"Atlas is a nationwide leader in civil engineering, materials testing and geotechnical consulting services for environmental, industrial and infrastructure construction projects. Headquartered in Austin, TX, Atlas currently has over 3,500 employees with offices throughout the US, including Alaska & Hawaii. It’s no accident that Atlas creates a better experience for infrastructure and environmental projects. It’s how we are built – with the best people in the industry, with the reach and expertise to help at any and every step of the project, and with a heart-led approach that puts quality and safety at the center of everything we do. We’re just built to be better. We are a great company. Come join us!
Under general supervision and guidance of the Atlas Technical Practice Director (TPD) – Construction Materials Testing (CMT) within the Atlas Technical Organization (ATO), the National Practice Team Manager – Materials is responsible for coordinating and managing the efforts and driving the performance metrics, of the entire Materials Practice Team at a national level. Primary Responsibilities include materials ATO team and staff oversight, along with management and coordination within the CMT practice, the ATO and with Hubs and Spokes. The National Practice Team Manager - Materials may also serve as Project Manager on select assignments.
This position can sit in any Atlas office nationwide. 
The Materials Practice Team is responsible for: construction materials laboratory and field testing performed by Atlas’ accredited laboratories in accordance with national, local, and project specifications. This includes, but is not limited to: Aggregate, Soil, Asphalt Mixtures, Asphalt Binder, Seal Coats, Soil-Cements, Geotechnical Testing, Concrete, Masonry, Grout, and Iron and Steel.
Job Responsibilities Include, But Are Not Limited ToProvide top-level management and coordination of all subordinate materials ATO teams within the Materials Practice Team.Supervise work assignments and activities of individual ATO Materials Team Managers within the Materials Practice Team.Provide oversight of overall Materials Practice Team staffing assignments.Develop performance goals, outline career paths, identify training and development needs, and conduct performance reviews for ATO Materials Practice Team Managers.Assist with development of technical training programs, Standard Operating Procedures SOPs, Job Safety Analyses (JSAs) and materials for the Materials Practice Team.Coordinate with hubs and spokes regarding budgets, deadlines, schedules, deliverables, contract requirements, client expectations and subconsultants.Conduct Materials Team meetings, participate in ATO and construction materials testing practice coordination meetings, and provide reporting and other inputs.Develop workload projections and perform resource levelling.Provide inputs to TPD – Construction Materials Testing for management of budgets, initiatives, strategy, training, technology and innovation.Track and report key performance metrics.Identify staffing needs and support recruiting efforts.Manage overall quality performance within Materials Practice Team for compliance with ATO Standard Operating Procedures and Atlas quality procedures.Support marketing and business development activities such as fee, scope and schedule development, client interactions, attendance at meetings, events and conferences and participation in coordination meetings.Abide by Atlas’s health and safety policies and procedures.Perform all other duties as assigned.
Position RequirementsBachelor of Science degree in related Science or Engineering practice. On-the-job experience may be considered in lieu of a degree.Professional licensing and certifications in construction materials testing, such as ACI, NICET, or similar.10 or more years of progressively responsible technical experience, management, and leadership of deliverables and/or projects in the Materials Practice.Knowledge and experience leading, developing, and managing technical staff within construction materials testing.Excellent written and verbal communication skills and demonstrated ability to communicate across all levels of Atlas.Highly organized, self-motivated, and results-driven with the ability to organize priorities and multi-task effectively.Proven problem-solving skills in demanding situations.Ability to work independently and in a team environment with internal and external clients.Ability to communicate and lead organizational change, as well as ability to break down barriers/silos.Excellent interpersonal communication skills.Knowledge of quality management systems, including AASHTO R 18 and ISO/IEC 17025.Capable of presenting technical and non-technical subject matter to large groups of people in person and online.Proficiency in Microsoft Office (Outlook, Word, Excel, Visio, Project, and PowerPoint).Proficiency in Microsoft Teams (Channels, SharePoint).
Working ConditionsAbility to perform in a high stress environment.The employee spends most of the time sitting or standing in a comfortable position with ample opportunity to move about.Must be able to lift 50 lbs.Ability to read or interpret data as well as having the capacity to communicate (verbally and written) with both company and outside personnel professionally and effectively.Travel is required and is expected to be approximately 20% - 40% of the time worked.There is a strong emphasis on safety while working both in the office and in the field. 
BenefitsAtlas offers a comprehensive benefit program to meet the diverse needs of our employees. Depending on your employment status, Atlas benefits include health, dental, vision, life, AD&D, voluntary life / AD&D, disability benefits, leaves of absence, 401k, paid time off, paid holidays, employee assistance program, educational assistance program.
Who We AreWe strive to be the most sought-after infrastructure and environmental solutions company, known for our unique, values-driven approach and brought to life by the industry’s most exceptional people.Atlas provides professional testing, inspection, engineering, environmental and consulting services from more than 100 locations nationwide. We deliver solutions to both public and private sector clients in the transportation, commercial, water, government, education and industrial markets.With a legacy of providing consistent quality and results, Atlas creates a better experience at every stage of an infrastructure project. We connect the best experts in the industry to deliver value from concept to completion and beyond. This means doing everything our clients expect and then raising the expectations in a way that only our people can.
Our ValuesLife: We enhance quality of life. We value people and safety above all else.Heart: As our hallmarks, we act with compassion, empathy and respect.Trust: We work together as partners, doing what we say with full accountability.Mastery: Always striving for the highest quality, we ensure greatness inspires all our work.
Diversity, Equity & Inclusion are at the core of our purpose & values:We are committed to enhancing the lives of our employees, customers, shareholders, and the communities where we live and work. We believe in our heart-led approach and place a strong focus on conducting our business in an ethical, compassionate and respectful way. Through our Diversity, Equity & Inclusion Program, we seek to hire, develop, and promote a talented and diverse team of professionals nationwide. We believe in leveraging the power of our different backgrounds, beliefs, perspectives and capabilities to create value for our company and our communities. Our values of Life, Heart, Mastery and Trust are the principles by which we operate, the character of our people, and the culture of our organization. We’re Stronger Together.



Atlas EEOC StatementAtlas is an equal opportunity employer that is committed to diversity and inclusion in the workplace. We prohibit discrimination and harassment of any kind based on race, color, sex, religion, sexual orientation, national origin, disability, genetic information, pregnancy, or any other protected characteristic as outlined by federal, state, or local laws.This policy applies to all employment practices within our organization, including hiring, recruiting, promotion, termination, layoff, recall, leave of absence, compensation, benefits, training, and apprenticeship. Atlas makes hiring decisions based solely on qualifications, merit, and business needs at the time. For more information, read through our EEO Policy https://www.eeoc.gov/sites/default/files/migrated_files/employers/poster_screen_reader_optimized.pdf",,Atlas,Atlanta Metropolitan Area,,,Full-time,,Mid-Senior level,2
Manufacturing Associate,"The Manufacturing Associate will assist members of the Operations Team by providing general assistance with a variety of tasks including daily administration of the shop and support for machine shop operations. 
Essential Functions • Provide general assistance around the shop, including technical tasks • Shot-peen operations • Abrasive Flow Machining • Laser Marking • Deburring • Prepare and cut raw materials • Move materials • Assemble shop orders • Help maintain equipment and contribute to clean production area • Assist in various projects • Assist in performance of routine maintenance and cleaning of shop equipment • Other duties as assigned Competencies • Attention to detail. • Ability to work with colleagues in a professional and cooperative manner. • Good communication skills, both written and oral. • General computer skills 
Supervisory Responsibility None . 
Work Environment This job operates in a manufacturing environment. This role routinely uses shop floor tools and machinery.
 Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.
 • Manual dexterity sufficient to operate machinery for precision work • Visual acuity (corrected) to read directions, prints and to inspect tools to ensure they meet specifications • Frequently required to sit, stand, move about the shop floor, talk, hear, bend and reach with hands and arms • Occasionally lift and/or move up to 50 pounds • Ability to squat or kneel occasionally 
Position Type/Expected Hours of Work 
This is a full-time position, Monday through Friday, 7:00am to 3:30pm. 
Travel None 
Required Education and Experience • High School diploma or equivalent. • Technical or vocational school background is helpful.",,Engtal,"Beverly, MA",,,Full-time,,Associate,4
Employee Relations Specialist,"Top-tier Company in New York City is seeking an Employee Relations Specialist for a permanent position!
Responsibilities:
Provide advice and counsel to business and leaders to help mitigate risk and ensure best practicesConduct timely and thorough investigations related to employee complaintsUnderstand business goals and recommend new policies and proceduresInvestigates and recommends ways to resolve conflict.
Qualifications:
Bachelor's Degree5+ years experience in an employee relations functionStrong relationship building experienceAbility to maintain a high-level of confidentialityKnowledge of HR employment/compliance laws",,Social Capital Resources,"New York, NY",85000.0,90000.0,Full-time,,Associate,15
